Title,Company,Link
Software Engineer - API,CMiC,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ah8ZjG2vxbXxSowwbE2czr17CHHjQIsSUCnu94LwhV0JxEGpug3XGrPj5PFYKmxt6stmuObUbqnppO5qGcI2GLyyUNrgEvSQmrz3qlLGzK7krPT7XDaBYAZMFlBnLyGWTWLZFl9Yk6rDqIHTSGRJc53DaWYFBR4W5ew08pdbI6-KfrBLEJGDUk8MXwX_Z9FkJWDc9Y4enaz6WG8DLy5AC4Z2aJStyC-e-MuBcbgFz2evNUm5zLMkAaO6g-dRpFAPv4BMK5unb9pmfI581IQzgTSs-RZ0CMjtF-safGXlqrL5S8ztrY7x0UooXOPIg6rTc9bFj5skyHlaq0v6UREEWcjx2jq3yxpjYiSgYhJKSfTnmYEW-JsEB6MmkGNpu_JvXfK7Ifwj94t1N7yhaTOuSXvBojeXkjIx-MMCUFYpmvwwo3SNMpH9AMo9hfNTHny6NVtG4mWUBYFcBNEKYCWYaahUyi6z31UREcUhKOWvEVwXxIfSTGlD5B_-qmjDt6lNvax-Wd33c4MFKZb-SQy4B6atvckMW5ZO46bR1EYKvIrcRaRdaJGcqZpPBFtwOqsrfqyggzoCbbnb0Axwq97GRiAUnQWlzGIRbt_I3SIPXczB0HhwhpHr3qkj6CUXoD8aFDX0ZMnkiCZg==&xkcb=SoD06_M3pvahBMSJaB0BbzkdCdPP&camk=CPChkbYSGj8tjPHG1PDc3A==&p=10&fvj=0&vjs=3
Unreal Engine - Senior C++ Developer,Humanitas Solutions,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DbCETdyIv9f5aclHIbOxK0GZp8_elFnnRVJjakhPEqrpcu1ECKBpZlYusYR8VSF7X-TMepuMuo8SN9f2a13_sECXSjuBAlJ01CsO1wWWkHUt1nZUo-8HD9tiGF7NLk6RMJzyZR8vIOXM_8X__f_2exIUPHfk5UGs2bFKdTgfGve6Neku74Q18y2uNJZlt98AIsz3A5dZV1v3z8fmAF3txD8GX7larAookZEsRuCJnJdIoMeG8H3PWCqrphAB41fEG2hGq2QDyA1TUAA9P1r_2JDhz4SX6SCVy5kskuCEx70yhGj8qki35l_Pv6OW1B1TRcn40EELgmTOsL_-Otv18sq_AkcMzX2jj-Tu7OMDePfY5YabnEfLioIoNUhVm9q-Zq_N7MImI72sQrbwzzobJHkMG5nELCh1j9sQ3PzCHmkolNH_KOfqlELUM7cqxwbi8ZcirAtutxpl6GFARMT8eY-ZVoV1UrecZsJEvfRolHRygXiHL3y5alss01joOOkFO9OvPqfcRpbzeaSab0L8-k3C5BDqtuNn-sFqeHpmWw0iiuK2G_nurX4xPxSu1zOrrm_cBMZ01VEamDSrLiMk223NF2LoCN8uY8Tu4Q1i-saanm1pbp0HR2pkP4R8WTrsCcmz-_yZdYwJXiEEVxgIXGNHpLb5hmKC7FAZZQAotkSda5vy8_yykmX6SnMyHANTQ=&xkcb=SoBA6_M3pvahBMSJaB0AbzkdCdPP&camk=H-lBaXMUocJ0x5rXE57vqA==&p=11&fvj=0&vjs=3
Test Software Developer - RF Instrumentation,Octasic,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bds76Z46835ksW8twDkVy19fSM3m7r3zM9gysT89ik1RT73BSZbOEY1TfcQ5W5fUCRyiN8uXdCPsOpQDfQxLNazOZz7Xyr-DEOmJX-DF8-4MoOH0YaaMa9bBaqv2XLD3NOr-bj_f-kSd-wNmiGJ_GqKoUvsHpJljqW3qlt452yosHxf-qkNjw6nE3zRls0kgpYWNb6DIbW5VmBZIQm7-PdqJMGgxrR0zvsPsk4GGSLBXZUY6BNX7L_JorXlZHYaIi9e9EgVbe6MIzLVp-2zO3uvQ8MZ5YKYWcB2xBXYDhhP_P5gLedD99x4KkSO-VrzxtgQ3yCVt10dnZ9wIPXy856X464CdRIHiM_QF1rsq-iUWgL9nxdZfokJGVlNNu4zfg3UdbPd-DlFE8Ik4U7yZj_n6OzpRMC7Zw3dIKzmLZVfs79atWkl661n48hMLpMuZXaa6AyFuai1hNRD8SJdWoVMw8JWxvF0kPVAmfUjg-2Qabb94MzIGHTzzYN-1Xaz44pkEdc7pkaxXCz_y42r-V76p63PzSPeKfOraIMVfndl_zdfUnqTfe9AiU07otH4A5LU5B41ezjjkXUIr7XDDQpfZMnElNLK7YfOPhQ4O6KJ-zFx6OntKnEGxYAfCJ5WR9X08wNogpjhm4WSd59lY17dJfezT34pMGReFrWl_0dsXUOSPhhN3kT033JkOnkn3GZ0jEqIYZGpDKfyoXCyxZUajXBrPu7CWEq8cWO6DIat4vLjVyIkRWVPcQys-WZValbDq5h9dvkzw==&xkcb=SoDO6_M3pvahBMSJaB0HbzkdCdPP&camk=4HOcmqOLYrCO4APlpdj7NQ==&p=12&fvj=0&vjs=3
Android/iOS Developer,AlphaPay,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AJSQBPi4wQx9qdX0eKs3PPLYsybD5fytc_L6xoGlNJ4GBrW_K_ByqyVY7r5_r303Z82Qq7fiIYL7nkHRvyM0dp8rM_4OKb6Udpn0gnuJEwcjGs8i-uFrkntSwZ2P4I_DBmnwdszlkV9H4IWhcqzKV7Q26BoFtOAQH8hMY-_wqQu_rvGzn5JFomtMx7NcnF1-v_IssEPp-G60BDJ0z0d-NuiqYeRWTBZGdswJvZ1gjxz-qeVR8kPNv_szqIedQgRWjw71HGozKWkRwVLYRvQN2KvQYPZQUyOnvieUr2BndbfVX_CCyR08OsamkGZa51JtkWPfFHxnPLRc9YDIXFLRHdXwg0Dd789fNthLxdyIej2gKO4cdol3VnaKiwi_7tFnKkfqLWO8Ev12d1xXE2Q0fo2XzgJb-u1i_VZFXsNlD1IzAIlSEmhDBcsaxPIMgMd9Xt5a0LJ9r94X6EliHqFtFDb68D7nsD7PZUCWA7IZHituREIaUiW9b1angq9pN0VU39Ywh38hIR9sKOFYNdgxvhA11aFOJPwaBeAvnFLQ4KROLn9UNA5YHUUP58xGbvPmDFg270jc-xpsWAWDy7dDZls8WnGnwXDR3wucDEc2Io39sFGg2GveSISMihsTurYrGKJjL4zZpk6nw-KDYDYY9eq0bFgOup3gIoDS4u7KNZMQ==&xkcb=SoB66_M3pvahBMSJaB0GbzkdCdPP&camk=ethIe0s0hefqiR99J3PYwQ==&p=13&fvj=0&vjs=3
Salesforce Developer/Technical Architect,OPUSING STAFFING,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D74L1sggDuAEguGh7gIFAzIZzNytrPcxKlgtLkl1f0xrApC4zcQQFTbG5E4ns_R8y1XP2gadhz13p6kEUmf-QJPUAd7nxh8P70v6IjnxxVq3u65QWj104nOzG68YO6ezrlWVEd7-fzRzANQAFCxwhcJVWY3fXg8aLBAERfa2CwdRAQdJ-bAOC6g1doD2l88xeXvZqFSV0_iNDy4MtRu_UhCKlPrh1atxxuC8iN29QOZqQ1xe_j7UboAGXm-bEK5YiRIo9ZQxCUiL6zp7ev91aYx2Oz5Drb8fJ6-rJZce7U5prVQRgUQMPz37XmVL7XgK_VtGHoQygWoF7nn_AgcZ4fnClN35jsUDrWJjaqiLHEaOzr3ERs0Oad4teU2auUj_0W6lR272_3JtE6MLodIPWqCyd4ZoQLq7tjG_TCOPGYLESLlqPeEHvoESgCBZtMtqOLjT8rtrc81Es-E76Nc8gA-5eQI6-Bvra8CJZ3FNWVkzWs5JQIPSuqOBOPUApiV71sNypC9bEuJdkHZDOFZJ40UoKFHEvgJyLqOiG0oA3qooDsKHv0MICfd5aWkIt2SmvEoC60bMZy8qwubTcs9R-CopqcMaTn1mm7xYYQKCZF-Kp7utZIy803W-zknTLNJqCU3cU76MzHEgoN4Ji2mOxNx5SoZmMz9NkxiCCf2ZFZpgZSIf3-vj0HWGo_juWlTFSg-ju3RoR3wQ==&xkcb=SoDn6_M3pvahBMSJaB0FbzkdCdPP&camk=H-lBaXMUocKUmUPHX-jVcg==&p=14&fvj=0&vjs=3
Senior Full-Stack Software Engineer,Skycope Technologies Inc,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A7000hUPCMxGwW2vqsju70Hf0EmrA2m_tK6c2VLeUIj3XPtMixHadkxVLNw0Wk13O66SJcmed2u1zwcBBkKPpGEr3xtNYOUX4LqQQxMvzrZyx3DnNKnzSq_LBtvUwfwOZNXx_BcJlzxZ4abQaxseW7rIgQ0W85QIpbhWcb0M65FEviwJPKgXH0qub2Yih_tK5gDO34EYghRJ-UEgRUnuwkKnsO00aSmEmbYYVYADJQmxNalXQG2U1TamY_Bjw42jffT79CWQONDLeCcZbYO4ViroqgXfZ_YW7DF0Lx60NABvo-DbGdeyJd1l28SfBlm1FsSizv5twqGSH0wcf9bOnxj5RKa6KJLQ3bZmLbpA_OpVVsBpPzMnKWtaea21Zg_BsFJfq5Jky2g5MQUeWWk_8qvoj_VLHmZjTK4-4aHWoAsthEj8RkAPpCh4S2FhCCE8_FrpMkkJ4TH9dUActKHJDvwlxamArfH7_bOqUQvUSuDJlW5MZ-IVWH7y385hJjg4y9VaK0khfJm8gVq2XPGw-tSISXdtYpgc2T9o0hyekIi0SqD70PPQxZOJ9zz9BJ43uZ61XGqnQLq1F6LFaXQdDgGIsuZRpkiBKBa9Ij3z1RNVxHHZ26i5OgyDM8W9zhP9UvusSfdqk9WH59IP0wDN_qqB-fbBq0gxXweco2YGeqlIKV1DTxYq4Z-brJ__Ip27lHv2poqkoufg==&xkcb=SoC76_M3pva-zdW0Bp0LbzkdCdPP&camk=ethIe0s0hecrYRjWKDJWlw==&p=0&fvj=0&vjs=3
Senior Full Stack Developer,Ace Software Consulting Inc.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BkAEcZ2xmTVuqrjW1SvJB0AVmVlij-7r8yI_Mbg-wRomYTohnZhVqMxXnqheVjnqPHxSi5Z66BQJbJ_fBkqWBjAWh1aL6IlB9bnO1x-0bSU8XH7-E_LGMkYT20qquYK96CWtH8dh8gZvsXkbXKw-t0Z8_UWecExT0co9LR7oWUyRlbwqUSxg4QPMYwtLLgID8AqQfYoFROsKQFfIU71nNwwftZ0ugb98AC_FNY11xCI68fyDiTI14DKUUewWIXDn5nowk8dOl0v2TOrh2NzUhBX9dbejqNZCV3W7UIFtaxPeaO0b3Xr8CVL1qyN7RuzTNCiexGcrHQn3-23B3hHroxPfc3e09jAhEdN37Y3p0ZV3JGARNOtYIkIHN4xk0M1Y8905VkhMdSjvOEjsJO3EG4ukOVgkMLBOtvwyGSLwCNwKrxx0oasoVhQy-Vap3jIuc59Jgw2hcd1YhObcKb-BeNSw_CDhZ2vPsYkSwjt-RYejeANRQDlwijqpwsQpM6yjebOkv-cUiDH_kBPDbdJMW0P8GdxvVvOQ_2tqmUMA-XZHf3lF6uzX7C-m94-rHnHlF_z0YkBDl_zRR7IpfB0qkZHnMa9gAnBl4aH8IdjhQ69nA0eHm6h9iV6yxpV47OoJhLgYugvtOdOvte3ehfiaV3uu7ehxagOtNDW7RhJzlP-6NSkcxufaMY7IT-hDXcen3KRwIM-55hhgGDx5_Xmjyy&xkcb=SoAP6_M3pva-zdW0Bp0KbzkdCdPP&camk=UoKtGZLa3XLQ1XyfCNLxcg==&p=1&fvj=0&vjs=3
Senior PHP Technical Lead,TORQ IT Limited,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CIX6I3UU8U4mo2Q7X_QaZXbddJKRXmsynrC8Vhv62plPoDkELuVlAkEj3TtJJlXDvvECq3yYAdeNhZrvBxaDV_cc4wGmKraoWN1PDxNh6WVhB5OrYj2Z7Lzywgyjil4UwtQXJNCsTZ6SeDZNWDzNWRNt6zc_dg4Jr2vHVKm2AlwBOm0cNv9Njh7WGa8oWGKgITBOopwJYRxQ5eYmu4UZELPPwPHyAog6bc9h-oE8hXfrxjkY7I05DsccWHphTqUqoJEH6sCmYO6F2tTbkykOCCpiNemgGqBX9obL7gQ6XAQuruFr_SRxw-4l4xH01L8eTYaOTqVooZBVmbvfpokHFs6LfUg8WzPrQLGvMecyIU0TbUurIc0kqmsM9XDIl0xZczdKjNNFIbxM4SFFqqhZl1BlmGn1WqCz8QC53dKSDqAAoBu5Ruvm9z5BKRs23wFf8KhW7KtbaswXlxniDMkV9I22todZPJ68_AgJm-RjhPonxa44VW3b9KrY-HoMPtvbZptYPHlkFa38XgRRaiFEtr9R85uDd99578cTxECApF3yNYRBSTFPL1srusxeUgKgEwIzJdlPNMyPLXcq7Cf7kIbtMPdwcSNDBwa2StG_DXH4GMcx18E2RvFefWseOCxBLC1yR-XLRbWDGNSzM9c4TVqMIrpYQMge56giZ24LN3Qr-CoZvUpyDgykwgaTp007KoMDx24BmnEWphktwVMhqM&xkcb=SoCS6_M3pva-zdW0Bp0JbzkdCdPP&camk=UoKtGZLa3XLKn3U3jWYg2w==&p=2&fvj=0&vjs=3
Vision Software Developer II - Applications & Algorithms,LMI Technologies,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DVyFvn6KNrme0qWK4PNhlu3RlnHL78IF6EgpbnUMzpFaEdfNrZtp38HfMwKMFMMk9_4hbLTbKlz2C40QlPxz-z9CQ_q-Fz9ec92cFrjxUvHOzIMwZGkfmbwjoxvYIp20m418PiXzCXah84L7tH5DcQWjk1BXVPp8MOUA9ITKbvCHBLVzAT5YeeErMIffSKOmO41IY_mC7dicXKMUaP1g7WWLeWJcYap547vr5OaPw2n8Ee1Be2tdptBUY9ZqvksLB_ohgdxOxIgoaNLW3F4MOvsxilNCQqS6e33FEQAfqxCH_wGPDbVfn0x1Z-JdZ8S5GuGyEAq9SBHkfzXRlxCmotpY8qyKX7jyCCnb1HuB6LBdNBvCHiP6or5kxySqDEJ7JZU2rHvPXw_dbJ7OADFiSH_kJP_VP7ZTYms1HBoLfpQm4ZWSgP-8-JgPDKQ1MxjfAegXh7IkqlmG9qcCr1geHQ5sXPBzuljXfRyomOfF61wOIUXzetGgCRkIo45Dr6a8zV51IRwzHlNtIgNAEFYvy5c6yhaKmRDdjZ5KnAGTopEXpRB6eVTenYiEeA7wnvE-ZRoh0wHxIJsxSVp9ZNo2oPG_HQAW_fUlWcCvHU_S8tTRJhPz6hSD1AAGOSwG6KSnm36yogoT8oZVB9m-x7xMXxn0c8pemp36IrPrIf4blzsA0_dsT-98Q9vLxqIe8CmaarO85CY-l7xQsc3i_v79M6Hw2IWPTMU4oyu1foAc9S09phRIQNxVpVb8f2X2JIQVcyXXhjlT65jnajdDySoXsYj37TvaVBu67WNsQ4C0ooKUyzBUMXoD9DgCuh7ZpskSw=&xkcb=SoAm6_M3pva-zdW0Bp0IbzkdCdPP&camk=ethIe0s0heeFR86g9RvtZA==&p=3&fvj=0&vjs=3
Senior Full Stack Developer at SkillGrader,Heron Skill Systems Inc.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CROxqHoMCHg1aUlHIFQKibfumoRUBxUdJUJGXyFZICK44go2g-UQnBFvf6Gwsiz_fNEz0Vzls4pdhYdTywBcAX1UNYtiFmWdQpEF4dzj9nzKN1nNUKzRXnxTGaqDrp-IPYr_7YD5IZB3Aqosgk0dWemSKRYmIy_t4oZ4xWDgSPLlR-o-iad7wgSOb9UhMfzkEK852KygmKXCTjSe5pF3rArGm9aL3LOLVvslfP4E4hWFCxXurz3lhhX_GV9-6T0rLz3FYYLYmhw2cECXlW6C91fGBxI9sP6JoI-g14VPeeyz6JVAFJ79xdiq2hD7uLtZ0Xw8zylU5vcRmYNI8OwLZuSrvF6oprA34wJkuoekykMicx5zUJkuvPzznhc0XVHJW2TRpq6Z3bCR3WiXDYQbIN2wmYAlOtbZcs3rgazK0HcapsRPyoQHYF3WGstyq66w3p9RJ9f7FqjGNPU3R5NLg1srNPvlqEaAPKP17LM3WpMuu567ofKysy_FtACHLFORSYPZBZ4PNYtZ1IPVZ1WZE_raMKX_AkzQK0LXgqgJYhzBeaNjomVOTfvOG3CluQbFs8i3f-CKJuoA0FowkrGX97e3P4IShEA-oJCgqof6LO73ZnFnXx6RMwmXZVPMHanL_d8_09sS-qu7t_VWfFL0E0H9XQEsvNb8u3Z-ElsYckSJK5pSe2vkUbH_k6mlo1TyoRrNcrQFA5j8iPRvK3kenedkXp6jKZSVc=&xkcb=SoCo6_M3pva-zdW0Bp0PbzkdCdPP&camk=UoKtGZLa3XLdEG0Cam3y6Q==&p=4&fvj=0&vjs=3
"Senior Software Engineer, Full-stack (Partner Tools)",DocuPet,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C5tYKOF7UACUZOPdMjPQGgbcOZz4RZcw-x04BV0B0k-fzUVa9aheHoEneaMOlbP33-H4OShoVxX_qDM6OkgvZNi3JDK6B4pwj64yo7oWpMaUT4QEC7HFcaCVyrfRp5MQgEUe12YQ-BF1l4dxUIXAs-kgn6PkJdrhbybyXCBFh2erJS_0UD_vtulRZL327UVepu55TkxMQdga-e2QAxaLX0nsaaHS2L3wXiBi5_9V0gN0VVjTgt67oWhXclGvZG3EPfobbAhVNq91mluo5NIgKXHTZQCVH_AaMvwOlsGKlPRWFnIQXBYQdJqgQP89BzCgqIzzwhOoHaTe7Jk6wzMMVUrUuUzWBYMKvGESYagpV6h6OLXrOHprtmKLcsXihv9wbYWcYqIV_KTwKVOMkBCqa_JsynHng2whYGCPS-BzOCAkmtzVvnEZPfVDfTin2VRGoZZcouwz1gGRDPhbPJZ5YPWW-BydOMwH03pRI_v9nO9M3k7X4Qm8AXZe0jS-G8Y5G7mCkW5-LIl9Gu5MqAmren9Dn7plhG_1L9FpmfecNnIu5xrPn-6FrULad3Ee_w4e_H_MjAee8u8l7d2l-Q1_CHrDUnEk3Nv5rESW7sFdh5Egj0SIVVHE4ipZzPWUHLTDHCstr_ivzdJuoQ6hdrHmphoW63A-LbMJ8bv6VebRKXiIRM4g2SnRx9iIlk2A19PAIrMA_53wLQJw2N9CJOZbpIk-Xv9XeUi9QAqP7-0aEtTA==&xkcb=SoAc6_M3pva-zdW0Bp0ObzkdCdPP&camk=UoKtGZLa3XIB5qnrKizvBg==&p=5&fvj=0&vjs=3
Senior Software Engineer,Frontier Dental Supply,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D4uaKNKDUNJ7JXY071eQ4MwZiWlZD1RGiy-rGVYMPOGiTE0MWT7t5fnskiBbWCXfTDyegID4MpWFwtbGMSQ9HOh_8hwxU0u4JzHSYiWM4IbzS38_fGrEY8RMX-d8LkxAxZTZj6io69s0Dz0Ld43y4BeUdBlWuIO_W7dNz_QLoiiICgS414_9tVDghez793q20pV06aMqP4BPz_VpAbYGNqqxOcdq7sbvLxuCuamAW2YTkcKevcqkOKRk0JHkHPg3iVPl1PAENpme3do4i_pOa4Z7lJ8ozmXcFHxxODx6Vch24EEININ0Wq2qFSez5JBbJbazQvheoR1VJ-tV4lXGae_5OZp0cEmAElOXImO_lwykMtxmGtj0s7JV54REcdoqd5GXeoYOrpWJbbyhude2fpn7yAVlZrZI9APDyjSYnRmtRELGu164kR7q1eIXaeE9yOlE6yMGX2HW3vT2m-FoMBgSBEK6iwB4ysY5M4Uug-sozvkhQ5J4LxvJzY7UjnAAtJGi9qZs-GvXKTZeSCrefZkDgano7_TxFEEH0UQO_9I5ZFoP9CIpfjC6JtsnUP2BgrVZtHE2C3A-QyOOFRuD2R5ewN-Fr-kzFjZ6Jqni2AIrqwOnUD9oJjeMuL7PBkuT9XBal7_ZFgqbONjQPt4DmTxr0vEWp0sDVBSdc5gk8anj80Gx357_WfK1xjxX5s249jmml2UFIZm5FhPBaoiisuQNNT2t6Fk6g7nGVjZ2VgO4H2H4wAwAxVI_dhGuvEkDbBIRagc3W36Q==&xkcb=SoCB6_M3pva-zdW0Bp0NbzkdCdPP&camk=UoKtGZLa3XLgN59bdKk_hg==&p=6&fvj=0&vjs=3
Software Developer,ChainXY Solutions Inc.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A55FYFe1ZuELQP6KSMq4F8Di0V9oSDzd1P9hFU124y1AxjzMDgvSqDo0iUwzFF6FDdM7IJMnrXsiVw8nYTnlTBC9hP-pRNWNy4yZBdcjR8poIDu3nK_fL2618N6AeWhW2s7Wfbtf0tnQNTBAqZINZ8IKYrAM3cOmAY_NDcv3M92C68ooZQfHZQuXUq6-aPY5_cUUHXdpoN46Fdxb8hc_pv_-dK_RQVNdVL6-83OY0g2aAEprki2KZi6Mg7YJg2hekqe6UEXGzyJgfNECO27pBI7k_FmdlBfrsZL2RPtscnQ25MQ-ZB3AZBJB5GP6v9_-T14KHFzJbsQFR2WS0hwLVyixIdxNBYOTdhGtW2hBucJX03f-loaYCuVkxbQSWJ3jTori-a1IS1gaRA4u8Qq8EbjWB6bx56kdbcQl1fkx29rHG4FXUNo4jkPYvJsxWUJUJjPd_UbTBvC1Wgg9DOoO9Hem63YN5Cckzo0APcMrYP9xfvoCdOd8lgM6BPgwam-cBL83yeXxU4Tqd13sjO1Hm75C2mIxjI4SUZUgNasDHtbgZDzmfE3T_p76m1XYHXeFJ3EmYAjHBvZuoYSIpm-aEXJvV7MVCvVEWRwA5UWR1uqPxDUDN5PtOVhc3KbqLa2dTePaLVVdqwiiNcCZsdheWEan9fOtsN9jPPfmDGTZfRbpIbVahNWzSo&xkcb=SoA16_M3pva-zdW0Bp0MbzkdCdPP&camk=UoKtGZLa3XIn-QP9A99eTA==&p=7&fvj=0&vjs=3
Software Developer,ChainXY Solutions Inc.,https://ca.indeed.com/viewjob?jk=456789abcdef0123
Senior React Native App Developer,Heron Skill Systems Inc.,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CROxqHoMCHg1aUlHIFQKibfumoRUBxUdJUJGXyFZICK44go2g-UQnBLbKy4gy853wn-tJayZ3-sGZNcBRa44KxNsJj274LCbB1V9GNrNfZyMK_R4LNYNJoBBHyODA2QxCsza8LrLLF2noWM2_YYffN1d4l2wDS10tF88LnV_VX9rtZ0hLthtptCXGq4Kj8YJmZ17FgV6Fiplgc1sub3gPOTpVIXGrUfBGM17dGreItxwkLhWhzFKw4ak-ujEjhLVOlDSANorMzDxvQ0Hj7TsXJ7HBqWSF-Zx813wJxnbn3X53zyb6PxsiF0ZuU-uDNcKYn2PnYih9Mf1EXaGM2BnF5SP5e3eN_amhADkqszl46wqO4b4qKHkWvYy_0-Evfuu8j9Vc4Zt2yZyN1lYolYDpufJXPubZXn3bfWkyBSVF1bpE4C8CCjrjtUmXfbHUxCwNcY2AdEVWfl7RD6Cje1Col5ReQC3jVsnlWhPPrONOeL8YY3XSOp_ASgMP4DmBxuEp-GTI388Ne6l9JgOA98D-OwbN96JTm9RraXw7iD9LDFPlyEmKLg_PAwKY_5zHgQAK_N1vUIWIVg1vqZA1eqEUXj8IChcH4gTkGwa0clYSGSVc9w_KurdgzcF2VPYag7L4bTF7eCvRgzVVyDjJHfMhKEIWUw_h7Tz32veuh_16Gti7OKHkrML88d4SaX3A7RPFX2Wx3XdUteffP8DibUU9t&xkcb=SoDc6_M3pva-zdW0Bp0DbzkdCdPP&camk=UoKtGZLa3XJ6wX39ewYILg==&p=8&fvj=0&vjs=3
Full Stack Developer (NodeJS/React),Calnetic Inc,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AMPysnyqM7d2sbYEARu5kOQzf0LFN_rbo0qzRJogetXES2RkvyBGxtSHEnYqwcTDzJSzNE-yTV5vx133G7lQlJ2zsirvyxeOMabTlSu4Sus75QY0cscykQUUvbZdkzTMey0G8-lcRNIP4_eSsL91X0C2Dt4yB29Gxov-MKtQSO15FaVNJsHbYBq-ByTMKEaIqSpHVIe7QdtpjCgUAOwcwa44oX3ACkCb2M1yeUIe5GbVfXQPR8yJwQMulkR1RXadnlonTgfYcDpPGFzemNSOr9ikdG-7VH8umR6pRUQLNxgs-16eCITWh_Pbg6pnqn_v-Zc_qvuvnF_fe00KphDTJENYyzVPwguO6-mIVDt7UHmH27Iw89JlUh_y49CkUTcZz1du9QpdYnfhKildbcCLxmksblyPlS8RjoYmbA_VpT8lnDUdQbYR6o78H33yeXWv4k5DDl9QBLBQWio1EfhKdehS7eP7jLRLFAuV-wf_BuQsVwl4jY-Xse5fuDrXQJay3uoiwQw4ccwAgGe_yHyVI05MpdP9X_vt5N3D-9E0ADyQnBx8zGyjM0i-wmcdy6IZeBjp7obHlYziY9aJgBzo9czulvBYiHaSHyvENrFVO5MJ46BIOUL4LMctEXi5HKcC-RR0gW2pv6dMpoZ8hsmaHnCW5NBEYJOi2m03n7D5MRPA==&xkcb=SoBo6_M3pva-zdW0Bp0CbzkdCdPP&camk=ethIe0s0hedUXHank_jnxw==&p=9&fvj=0&vjs=3
Senior Java Software Engineer- Canada,Bellwood Labs,https://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BbcS2TMpnX8ta2d7VziHXbD-4yrELM3HcMBz1N5h3AcAJcn2VWr9xFQ6QV5vrt7zitdOZFQ7CEVJ_eijxr6WHyF3mZU7qZyOycgGr6L8hrnepPPj_n8TpFOow87HaTGNSgnc7ANSz8bWP55rzr5YpyAnOJCftXruZtrQu54wD6rtcARMYTg6hD5DoMXG1yaycyxUgngjCS5JesyHJh3QpmE5NvIauStAnl8AZueSRRVZPZxwXB3ndw0wxQxCP5RxUhVyQAUUYLaUzbJsnmUVhJMPYmT_1x6_wSZvucIAxFTZPKdYOS_45CFJNpyTtUBf_fMqLIh8sKAJbDkCOsMpwCITGFOJ8FT3qt5_dUDkQXheNzio-aC5fEwovOD9QsqoUWPc05kdK2YQyQII7S0IHJGtCPGrx9Q4NbNe2Klc7CilZaNxPLDxiBnAZ7PRt8o1x7vHkTB_Z1_JmnMcM1RiGMXm8XlDCeZ4drc_ijOKd1sfxLRYOrLOxBagNyEy9hrB1AvPKFD7kold37KpxokO24_t_f-OKrXxyzmzM21RkErqeM05zyo3b4MLqTu0SDoSk4R3NSxG8lMzRmAKEWUubjeNfErM6n0AE5WLAlzHVxk6SES42rDUthd9uCyeADMT5fhP6OBlbnRjbRSJ0FLSf5_qqUDLyV2POcXYEzxqAEsLsuoc_Eb98X_NXlOEk1mbTVqxYF1PYfhF3l4KRTe0SvZrFVqh902reuVq_r4493HcOVLU13JiZM&xkcb=SoD16_M3pva-zdW0Bp0BbzkdCdPP&camk=UoKtGZLa3XKqKLMCvJAHPw==&p=10&fvj=0&vjs=3
